
#69.0238
#Fondé en 1905, l'industriel lyonnais a successivement évolué dans le giron de Schneider Electric et de Siemens, avant de gagner son indépendance en 2006, avec l'aide de l'investisseur américain AIAC.
1	Fondé	fonder	VERB	BN	O	10	advcl
19	une	un	DET	IN	O	20	det
20	évaluation	évaluation	NOUN	IN	O	17	nmod
21	simplifiée	simplifier	ADJ	IN	O	20	amod
22	des	de	ADP	IN	O	23	case
23	risques	risque	NOUN	EN	O	20	nmod
24	(	(	PUNCT	O	O	20	punct
25	ESR	esr	NOUN	O	O	20	appos
26	)	)	PUNCT	O	O	20	punct
27	 	 	SPACE	O	O	27	dep
28	;	;	PUNCT	O	O	27	punct


#- un diagnostic environnemental du parc à fûts réalisé en janvier 2008 ;
1	-	-	PUNCT	O	O	3	punct
2	un	un	DET	BN	O	3	det
3	diagnostic	diagnostic	NOUN	IN	O	3	ROOT
4	environnemental	environnemental	ADJ	EN	O	3	amod
5	du	de	ADP	BO	O	6	case
6	parc	parc	NOUN	IO	O	3	nmod
7	à	à	ADP	IO	O	8	case
8	fûts	fût	NOUN	IO	O	6	nmod
9	réalisé	réaliser	VERB	IO	O	3	acl
10	en	en	ADP	BT	O	11	case
11	janvier	janvier	NOUN	IT	O	9	obl:mod
12	2008	2008	NUM	ET	O	11	nmod
13	 	 	SPACE	O	O	13	dep
14	;	;	PUNCT	O	O	13	punct


#- un diagnostic complémentaire des sols réalisé en octobre 2009 ;
1	-	-	PUNCT	O	O	3	punct
2	un	un	DET	BN	O	3	det
3	diagnostic	diagnostic	NOUN	IN	O	3	ROOT
4	complémentaire	complémentaire	ADJ	IN	O	3	amod
5	des	de	ADP	IN	O	6	case
6	sols	sol	NOUN	IN	O	3	nmod
7	réalisé	réaliser	VERB	EN	O	3	acl
8	en	en	ADP	BT	O	9	case
9	octobre	octobre	NOUN	IT	O	7	obl:mod
10	2009	2009	NUM	ET	O	9	nmod
11	 	 	SPACE	O	O	11	dep
12	;	;	PUNCT	O	O	11	punct


#- une caractérisation du sous-sol dans le cadre de l’opération d’extraction des cuves enterrées réalisée en décembre 2010 ;
1	-	-	PUNCT	O	O	3	punct
2	une	un	DET	BN	O	3	det
3	caractérisation	caractérisation	NOUN	EN	O	3	ROOT
4	du	de	ADP	O	O	5	case
5	sous-sol	sous-sol	NOUN	BO	O	3	nmod
6	dans	dans	ADP	BR	O	8	case
7	le	le	DET	IR	O	8	det
8	cadre	cadre	NOUN	IR	O	3	nmod
9	de	de	ADP	ER	O	11	case
10	l’	l’	DET	BN	O	11	det
11	opération	opération	NOUN	EN	O	8	nmod
12	d’	d’	ADP	BN	O	13	case
13	extraction	extraction	NOUN	BN	O	11	nmod
14	des	de	ADP	IN	O	15	case
15	cuves	cuve	NOUN	IN	O	13	nmod
16	enterrées	enterrer	VERB	IN	O	15	acl
17	réalisée	réaliser	VERB	EN	O	11	acl
18	en	en	ADP	BT	O	19	case
19	décembre	décembre	NOUN	IT	O	17	obl:mod
20	2010	2010	NUM	ET	O	19	nmod
21	 	 	SPACE	O	O	21	dep
22	;	;	PUNCT	O	O	21	punct


#- une synthèse des analyses d’eaux souterraines réalisées entre 1999 et 2009 dans le cadre de l’activité du site ;
1	-	-	PUNCT	O	O	3	punct
2	une	un	DET	O	O	3	det
3	synthèse	synthèse	NOUN	O	O	3	ROOT
4	des	de	ADP	O	O	5	case
5	analyses	analyse	NOUN	O	O	3	nmod
6	d’	d’	ADP	O	O	7	case
7	eaux	eau	NOUN	O	O	5	nmod
8	souterraines	souterrain	ADJ	O	O	7	amod
9	réalisées	réaliser	VERB	O	O	5	acl
10	entre	entre	ADP	BT	O	11	case
11	1999	1999	NUM	IT	O	9	obl:mod
12	et	et	CCONJ	IT	O	13	cc
13	2009	2009	NUM	ET	O	11	conj
14	dans	dans	ADP	BR	O	16	case
15	le	le	DET	IR	O	16	det
16	cadre	cadre	NOUN	IR	O	9	obl:mod
17	de	de	ADP	ER	O	19	case
18	l’	l’	DET	BA	O	19	det
19	activité	activité	NOUN	BA	O	16	nmod
20	du	de	ADP	IA	O	21	case
21	site	site	NOUN	EA	O	19	nmod
22	 	 	SPACE	O	O	22	dep
23	;	;	PUNCT	O	O	22	punct


#- les rapports de mesures de la qualité des eaux souterraines de 2010, 2011 et 2012 ;
1	-	-	PUNCT	O	O	3	punct
2	les	le	DET	O	O	3	det
3	rapports	rapport	NOUN	O	O	3	ROOT
4	de	de	ADP	O	O	5	case
5	mesures	mesure	NOUN	O	O	3	nmod
6	de	de	ADP	O	O	8	case
7	la	le	DET	BO	O	8	det
8	qualité	qualité	NOUN	IO	O	5	nmod
9	des	de	ADP	IO	O	10	case
10	eaux	eau	NOUN	IO	O	8	nmod
11	souterraines	souterrain	ADJ	IO	O	10	amod
12	de	de	ADP	BT	O	13	case
13	2010	2010	NUM	IT	O	3	nmod
14	,	,	NUM	IT	O	15	punct
15	2011	2011	NUM	IT	O	3	nmod
16	et	et	CCONJ	IT	O	17	cc
17	2012	2012	NUM	ET	O	15	conj
18	 	 	SPACE	O	O	18	dep
19	;	;	PUNCT	O	O	18	punct


#- une caractérisation complémentaire du sous-sol après extraction des cuves enterrées, réalisée en septembre 2011.
1	-	-	PUNCT	O	O	3	punct
2	une	un	DET	BN	O	3	det
3	caractérisation	caractérisation	NOUN	IN	O	3	ROOT
4	complémentaire	complémentaire	ADJ	EN	O	3	amod
5	du	de	ADP	O	O	6	case
6	sous-sol	sous-sol	NOUN	O	O	3	nmod
7	après	après	ADP	O	O	8	case
8	extraction	extraction	NOUN	BN	O	3	nmod
9	des	de	ADP	IN	O	10	case
10	cuves	cuve	NOUN	IN	O	8	nmod
11	enterrées	enterrer	VERB	EN	O	10	acl
12	,	,	PUNCT	O	O	8	punct
13	réalisée	réaliser	VERB	BN	O	8	acl
14	en	en	ADP	BT	O	15	case
15	septembre	septembre	NOUN	IT	O	13	obl:mod
16	2011	2011	NUM	ET	O	15	nmod
17	.	.	NUM	ET	O	3	punct


#Les résultats et conclusions issus des différentes campagnes de reconnaissance du sol et du sous-sol sont les suivants :
1	Les	le	DET	O	O	2	det
2	résultats	résultat	NOUN	O	O	18	nsubj
3	et	et	CCONJ	O	O	4	cc
4	conclusions	conclusion	NOUN	O	O	2	conj
5	issus	issu	ADJ	O	O	2	amod
6	des	de	ADP	O	O	8	case
7	différentes	différent	ADJ	O	O	8	amod
8	campagnes	campagne	NOUN	IN	O	5	obl:arg
9	de	de	ADP	IN	O	10	case
10	reconnaissance	reconnaissance	NOUN	EN	O	8	nmod
11	du	de	ADP	O	O	12	case
12	sol	sol	NOUN	O	O	10	nmod
13	et	et	CCONJ	O	O	15	cc
14	du	de	ADP	O	O	15	case
15	sous-sol	sous-sol	NOUN	O	O	12	conj
16	sont	être	AUX	O	O	18	cop
17	les	le	DET	O	O	18	det
18	suivants	suivant	ADJ	O	O	18	ROOT
19	 	 	SPACE	O	O	19	dep
20	:	:	PUNCT	O	O	19	punct


#- Campagne de 1999 (ensemble du site) : 10 points sur les 12 étudiés présentent des anomalies : en hydrocarbures C10-C40 (concentrations considérées comme légères <200 mg/kg, sauf pour un point où la concentration est de 3717 mg/kg) ; en BTEX (concentration maximale en xylènes : 2,371 mg/kg, en éthylbenzène : 0,648 mg/kg, en toluène : 0,324 mg/kg).
1	-	-	PUNCT	O	O	2	punct
2	Campagne	campagne	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	4	case
4	1999	1999	NUM	ET	O	2	nmod
5	 	 	SPACE	O	O	2	dep
6	(	(	PUNCT	O	O	2	punct
7	ensemble	ensemble	NOUN	O	O	2	appos
8	du	de	ADP	O	O	9	case
9	site	site	NOUN	O	O	7	nmod
10	)	)	PUNCT	O	O	2	punct
11	:	:	PUNCT	BO	O	2	punct
12	10	10	NUM	BO	O	13	nummod
13	points	point	NOUN	EO	O	18	nsubj
14	sur	sur	ADP	O	O	16	case
15	les	le	DET	O	O	16	det
16	12	12	NUM	O	O	13	nmod
17	étudiés	étudier	VERB	O	O	16	acl
18	présentent	présenter	VERB	O	O	2	parataxis
19	des	un	DET	O	O	20	det
20	anomalies	anomalie	NOUN	O	O	18	obj
21	:	:	PUNCT	O	O	18	punct
22	en	en	ADP	O	BS	23	case
23	hydrocarbures	hydrocarbure	NOUN	O	BS	2	nmod
24	C10-C40	C10-C40	PROPN	O	BS	23	nmod
25	(	(	PUNCT	O	O	23	punct
26	concentrations	concentration	NOUN	O	O	30	nsubj
27	considérées	considérer	VERB	O	O	26	acl
28	comme	comme	ADP	O	O	29	mark
29	légères	léger	ADJ	O	O	27	xcomp
30	<	<	VERB	O	O	23	parataxis
31	200	200	NUM	O	O	32	nummod
32	mg	milligramme	NOUN	O	O	30	obj
33	/	sur	ADP	O	O	34	case
34	kg	kilogramme	NOUN	O	O	32	nmod
35	,	,	PUNCT	O	O	23	punct
36	sauf	sauf	ADP	O	O	39	case
37	pour	pour	ADP	O	O	39	case
38	un	un	DET	O	O	39	det
39	point	point	NOUN	O	O	23	nmod
40	où	où	PRON	O	O	46	iobj
41	la	le	DET	O	O	42	det
42	concentration	concentration	NOUN	O	O	46	nsubj
43	est	être	AUX	O	O	46	cop
44	de	de	ADP	O	O	46	case
45	3717	3717	NUM	O	O	46	nummod
46	mg	milligramme	NOUN	O	O	39	acl:relcl
47	/	sur	ADP	O	O	48	case
48	kg	kilogramme	NOUN	O	O	46	nmod
49	)	)	PUNCT	O	O	2	punct
50	 	 	SPACE	O	O	2	dep
51	;	;	PUNCT	O	O	2	punct
52	en	en	ADP	O	BS	53	case
53	BTEX	bte	NOUN	O	BS	53	ROOT
54	(	(	PUNCT	O	O	53	punct
55	concentration	concentration	NOUN	O	O	53	appos
56	maximale	maximal	ADJ	O	O	55	amod
57	 	 	SPACE	O	BS	55	dep
58	en	en	ADP	O	BS	59	case
59	xylènes	xylène	NOUN	O	BS	57	nmod
60	:	:	PUNCT	O	O	59	punct
61	2,371	2,371	NUM	O	O	62	nummod
62	mg	milligramme	NOUN	O	O	59	appos
63	/	sur	ADP	O	O	64	case
64	kg	kilogramme	NOUN	O	O	62	nmod
65	,	,	PUNCT	O	BS	67	punct
66	en	en	ADP	O	BS	67	case
67	éthylbenzène	éthylbenzène	NOUN	O	BS	59	conj
68	 	 	SPACE	O	O	67	dep
69	:	:	PUNCT	O	O	67	punct
70	0,648	0,648	NUM	O	O	67	nummod
71	 	 	SPACE	O	O	72	dep
72	mg	milligramme	NOUN	O	O	67	nummod
73	/	sur	ADP	O	O	74	case
74	kg	kilogramme	NOUN	O	BS	72	nmod
75	,	,	PUNCT	O	BS	77	punct
76	en	en	ADP	O	BS	77	case
77	toluène	toluène	NOUN	O	BS	67	conj
78	 	 	SPACE	O	O	53	dep
79	:	:	PUNCT	O	O	81	case
80	0,324	0,324	NUM	O	O	81	nummod
81	mg	milligramme	NOUN	O	O	78	obl:arg
82	/	sur	ADP	O	O	83	case
83	kg	kilogramme	NOUN	O	O	81	nmod
84	)	)	PUNCT	O	O	53	punct
85	.	.	PUNCT	O	O	53	punct


#- Campagne de 2008 (ancien parc à fûts situé au nord du site) : 5 points sur les 8 étudiés présentent des anomalies : en indice phénol  (concentration maximale : 2,9 mg/kg) ; en mercure (concentration maximale : 0,5 mg/kg) ; en xylènes (concentration maximale : 16 mg/kg) ; en hydrocarbures totaux (concentration maximale : 58 mg/kg) ;
1	-	-	PUNCT	O	O	2	punct
2	Campagne	campagne	NOUN	EN	O	2	ROOT
3	de	de	ADP	BT	O	4	case
4	2008	2008	NUM	ET	O	2	nmod
5	 	 	SPACE	O	O	2	dep
6	(	(	PUNCT	O	O	2	punct
7	ancien	ancien	ADJ	O	O	8	amod
8	parc	parc	NOUN	O	O	2	appos
9	à	à	ADP	BO	O	10	case
10	fûts	fût	NOUN	BO	O	8	nmod
11	situé	situer	VERB	BL	O	8	acl
12	au	au	ADP	IL	O	13	case
13	nord	nord	NOUN	IL	O	11	obl:arg
14	du	de	ADP	IL	O	15	case
15	site	site	NOUN	EL	O	13	nmod
16	)	)	PUNCT	O	O	2	punct
17	 	 	SPACE	O	O	2	dep
18	:	:	PUNCT	O	O	25	punct
19	5	5	NUM	O	O	20	nummod
20	points	point	NOUN	O	O	25	nsubj
21	sur	sur	ADP	O	O	23	case
22	les	le	DET	O	O	23	det
23	8	8	NUM	O	O	24	nummod
24	étudiés	étudier	VERB	O	O	20	acl
25	présentent	présenter	VERB	O	O	2	acl:relcl
26	des	un	DET	O	O	27	det
27	anomalies	anomalie	NOUN	O	O	25	obj
28	:	:	PUNCT	O	O	25	punct
29	en	en	ADP	O	BS	30	case
30	indice	indice	NOUN	O	BS	30	ROOT
31	phénol	phénol	NOUN	O	BS	30	nmod
32	  	  	SPACE	O	O	30	dep
33	(	(	PUNCT	O	O	30	punct
34	concentration	concentration	NOUN	O	O	30	appos
35	maximale	maximal	ADJ	O	O	34	amod
36	 	 	SPACE	O	O	39	dep
37	:	:	PUNCT	O	O	39	case
38	2,9	2,9	NUM	O	O	39	nummod
39	mg	milligramme	NOUN	O	O	34	nmod
40	/	sur	ADP	O	O	41	case
41	kg	kilogramme	NOUN	O	BS	39	nmod
42	)	)	PUNCT	O	BS	30	punct
43	;	;	PUNCT	O	BS	30	punct
44	en	en	ADP	O	BS	45	case
45	mercure	mercure	NOUN	O	BS	45	ROOT
46	(	(	PUNCT	O	O	45	punct
47	concentration	concentration	NOUN	O	O	45	appos
48	maximale	maximal	ADJ	O	O	47	amod
49	 	 	SPACE	O	O	52	dep
50	:	:	PUNCT	O	O	52	case
51	0,5	0,5	NUM	O	O	52	nummod
52	mg	milligramme	NOUN	O	O	47	nmod
53	/	sur	ADP	O	O	54	case
54	kg	kilogramme	NOUN	O	BS	52	nmod
55	)	)	PUNCT	O	BS	45	punct
56	 	 	SPACE	O	BS	45	dep
57	;	;	PUNCT	O	BS	45	punct
58	en	en	ADP	O	BS	59	case
59	xylènes	xylène	NOUN	O	O	59	ROOT
60	 	 	SPACE	O	O	59	dep
61	(	(	PUNCT	O	O	59	punct
62	concentration	concentration	NOUN	O	O	59	appos
63	maximale	maximal	ADJ	O	O	62	amod
64	 	 	SPACE	O	O	62	dep
65	:	:	PUNCT	O	O	62	punct
66	16	16	NUM	O	O	67	nummod
67	mg	milligramme	NOUN	O	BS	62	nmod
68	/	sur	ADP	O	BS	69	case
69	kg	kilogramme	NOUN	O	BS	67	nmod
70	)	)	PUNCT	O	BS	59	punct
71	 	 	SPACE	O	BS	71	dep
72	;	;	PUNCT	O	BS	71	punct
73	en	en	ADP	O	BS	74	case
74	hydrocarbures	hydrocarbure	NOUN	O	ES	74	ROOT
75	totaux	total	ADJ	O	O	74	amod
76	 	 	SPACE	O	O	74	dep
77	(	(	PUNCT	O	O	74	punct
78	concentration	concentration	NOUN	O	O	74	appos
79	maximale	maximal	ADJ	O	O	78	amod
80	:	:	PUNCT	O	O	78	punct
81	58	58	NUM	O	O	82	nummod
82	mg	milligramme	NOUN	O	O	78	nmod
83	/	sur	ADP	O	O	84	case
84	kg	kilogramme	NOUN	O	O	82	nmod
85	)	)	PUNCT	O	O	74	punct
86	;	;	PUNCT	O	O	74	punct


#en plomb (concentration maximale : 140 mg/kg); en cadmium  (concentration maximale : 4,5 mg/kg).
1	en	en	ADP	O	O	2	case
2	plomb	plomb	NOUN	O	BS	2	ROOT
3	 	 	SPACE	O	O	2	dep
4	(	(	PUNCT	O	O	2	punct
5	concentration	concentration	NOUN	O	O	2	appos
6	maximale	maximal	ADJ	O	O	5	amod
7	:	:	PUNCT	O	O	5	punct
8	140	140	NUM	O	O	9	nummod
9	mg	milligramme	NOUN	O	O	5	nmod
10	/	sur	ADP	O	O	11	case
11	kg	kilogramme	NOUN	O	O	9	nmod
12	)	)	PUNCT	O	O	2	punct
13	;	;	PUNCT	O	O	15	punct
14	en	en	ADP	O	BS	15	case
15	cadmium	cadmium	NOUN	O	BS	2	conj
16	  	  	SPACE	O	O	2	dep
17	(	(	PUNCT	O	O	2	punct
18	concentration	concentration	NOUN	O	O	2	appos
19	maximale	maximal	ADJ	O	O	18	amod
20	:	:	PUNCT	O	O	18	punct
21	4,5	4,5	NUM	O	O	22	nummod
22	mg	milligramme	NOUN	O	O	18	nmod
23	/	sur	ADP	O	O	24	case
24	kg	kilogramme	NOUN	O	O	22	nmod
25	)	)	PUNCT	O	O	2	punct
26	.	.	PUNCT	O	O	2	punct


#- Campagne de 2009 (ensemble du site hors parc à fûts) : les résultats font apparaître : une teneur ponctuelle en PCB au droit du transformateur du bâtiment de stockage (1,5 mg/kg) ; 4 zones polluées en métaux, hydrocarbures et/ou BTEX : teneurs en BTEX (maximum de 1289 mg/kg MS), en hydrocarbures C10-C40 (maximum de 7660 mg/kg MS) mesurées jusqu’à 5 m de profondeur, teneurs en baryum (1990 mg/kg), zinc (3090 mg/kg), plomb (3340 mg/kg), cadmium (3,4 mg/kg), chrome (349 mg/kg).
1	-	-	PUNCT	BN	O	2	punct
2	Campagne	campagne	NOUN	EN	O	19	dep
3	de	de	ADP	BT	O	4	case
4	2009	2009	NUM	ET	O	2	nmod
5	(	(	PUNCT	O	O	2	punct
6	ensemble	ensemble	NOUN	O	O	2	appos
7	du	de	ADP	O	O	8	case
8	site	site	NOUN	O	O	6	nmod
9	hors	hors	ADP	O	O	10	case
10	parc	parc	NOUN	BA	O	8	nmod
11	à	à	ADP	IA	O	12	case
12	fûts	fût	NOUN	EA	BU	10	nmod
13	)	)	PUNCT	O	O	2	punct
14	 	 	SPACE	O	O	2	dep
15	:	:	PUNCT	O	O	19	punct
16	les	le	DET	O	O	17	det
17	résultats	résultat	NOUN	O	O	19	dep
18	font	faire	AUX	O	O	19	dep
19	apparaître	apparaître	VERB	O	O	19	ROOT
20	 	 	SPACE	O	O	19	dep
21	:	:	PUNCT	O	O	19	punct
22	une	un	DET	O	O	23	det
23	teneur	teneur	NOUN	O	O	23	ROOT
24	ponctuelle	ponctuel	ADJ	O	O	23	amod
25	en	en	ADP	O	BS	26	case
26	PCB	pcb	NOUN	BL	BS	23	nmod
27	au	au	ADP	IL	O	28	case
28	droit	droit	NOUN	IL	O	23	nmod
29	du	de	ADP	IL	O	30	case
30	transformateur	transformateur	NOUN	IL	O	28	nmod
31	du	de	ADP	EL	O	32	case
32	bâtiment	bâtiment	NOUN	EL	O	30	nmod
33	de	de	ADP	O	O	34	case
34	stockage	stockage	NOUN	O	O	32	nmod
35	(	(	PUNCT	O	O	28	punct
36	1,5	1,5	NUM	O	O	37	nummod
37	mg	milligramme	NOUN	O	O	28	appos
38	/	sur	ADP	O	O	39	case
39	kg	kilogramme	NOUN	O	O	37	nmod
40	)	)	PUNCT	BO	O	28	punct
41	 	 	SPACE	IO	O	41	dep
42	;	;	PUNCT	IO	O	42	ROOT
43	4	4	NUM	IO	O	44	nummod
44	zones	zone	NOUN	EO	O	44	ROOT
45	polluées	polluer	VERB	EO	BS	44	acl
46	en	en	ADP	O	BS	47	case
47	métaux	métal	NOUN	O	BS	44	nmod
48	,	,	PUNCT	O	BS	49	punct
49	hydrocarbures	hydrocarbure	NOUN	O	BS	47	conj
50	et	et	CCONJ	O	O	53	cc
51	/	/	SYM	O	BS	52	cc
52	ou	ou	CCONJ	O	BS	50	conj
53	BTEX	BTEX	PROPN	O	BS	47	conj
54	:	:	PUNCT	O	O	44	punct
55	teneurs	teneur	NOUN	O	BS	55	ROOT
56	en	en	ADP	O	BS	57	case
57	BTEX	BTEX	PROPN	O	BS	55	nmod
58	(	(	PUNCT	O	O	57	punct
59	maximum	maximum	NOUN	O	O	57	appos
60	de	de	ADP	O	O	62	case
61	1289	1289	NUM	O	O	62	nummod
62	mg	milligramme	NOUN	O	O	59	nmod
63	/	sur	ADP	O	O	64	case
64	kg	kilogramme	NOUN	O	O	62	nmod
65	MS	m	NOUN	O	O	59	nmod
66	)	)	PUNCT	O	O	57	punct
67	,	,	PUNCT	O	BS	69	punct
68	en	en	ADP	O	BS	69	case
69	hydrocarbures	hydrocarbure	NOUN	O	BS	55	nmod
70	C10-C40	C10-C40	PROPN	O	BS	69	nmod
71	(	(	PUNCT	O	O	69	punct
72	maximum	maximum	NOUN	O	O	69	appos
73	de	de	ADP	O	O	75	case
74	7660	7660	NUM	O	O	75	nummod
75	mg	milligramme	NOUN	O	O	72	nmod
76	/	sur	ADP	O	O	77	case
77	kg	kilogramme	NOUN	O	O	75	nmod
78	MS	m	NOUN	O	O	72	nmod
79	)	)	PUNCT	O	O	69	punct
80	mesurées	mesurer	VERB	O	O	55	acl
81	jusqu’	jusqu’	ADP	O	O	84	case
82	à	à	ADP	O	O	84	case
83	5	5	NUM	O	O	84	nummod
84	m	m	NOUN	O	O	80	obl:mod
85	de	de	ADP	O	O	86	case
86	profondeur	profondeur	NOUN	O	O	84	nmod
87	,	,	PUNCT	O	O	55	punct
88	teneurs	teneur	NOUN	O	BS	55	nmod
89	en	en	ADP	O	BS	90	case
90	baryum	baryum	NOUN	O	BS	88	nmod
91	(	(	PUNCT	O	O	90	punct
92	1990	1990	NUM	O	O	93	nummod
93	mg	milligramme	NOUN	O	O	90	appos
94	/	sur	ADP	O	O	95	case
95	kg	kilogramme	NOUN	O	BS	93	nmod
96	)	)	PUNCT	O	BS	90	punct
97	,	,	PUNCT	O	BS	98	punct
98	zinc	zinc	NOUN	O	BS	55	conj
99	(	(	PUNCT	O	O	98	punct
100	3090	3090	NUM	O	O	101	nummod
101	mg	milligramme	NOUN	O	O	98	parataxis
102	/	sur	ADP	O	O	103	case
103	kg	kilogramme	NOUN	O	BS	101	nmod
104	)	)	PUNCT	O	BS	98	punct
105	,	,	PUNCT	O	BS	106	punct
106	plomb	plomb	NOUN	O	BS	55	conj
107	(	(	PUNCT	O	O	106	punct
108	3340	3340	NUM	O	O	109	nummod
109	mg	milligramme	NOUN	O	O	106	nmod
110	/	sur	ADP	O	O	111	case
111	kg	kilogramme	NOUN	O	BS	109	nmod
112	)	)	PUNCT	O	BS	106	punct
113	,	,	PUNCT	O	BS	114	punct
114	cadmium	cadmium	NOUN	O	BS	55	conj
115	(	(	PUNCT	O	O	114	punct
116	3,4	3,4	NUM	O	O	117	nummod
117	mg	milligramme	NOUN	O	O	114	parataxis
118	/	sur	ADP	O	O	119	case
119	kg	kilogramme	NOUN	O	BS	117	nmod
120	)	)	PUNCT	O	BS	114	punct
121	,	,	PUNCT	O	BS	122	punct
122	chrome	chrome	NOUN	O	BS	55	conj
123	(	(	PUNCT	O	O	122	punct
124	349	349	NUM	O	O	125	nummod
125	mg	milligramme	NOUN	O	O	122	parataxis
126	/	sur	ADP	O	O	127	case
127	kg	kilogramme	NOUN	O	O	125	nmod
128	)	)	PUNCT	O	O	122	punct
129	.	.	PUNCT	O	O	55	punct


#- Campagne de 2010 (réalisée dans le cadre de l’enlèvement des cuves enterrées) : les résultats font apparaître la présence de substances polluantes essentiellement en produits volatils tel que les Composés Aromatiques Volatils (CAV) (concentration maximale 5770 mg/kg en somme des 10 composés) et les hydrocarbures (7430 mg/kg en C5-C10), ainsi que la présence de PCB (concentration maximale : 10 mg/kg).
1	-	-	PUNCT	BN	O	2	punct
2	Campagne	campagne	NOUN	EN	O	2	ROOT
3	de	de	ADP	BT	O	4	case
4	2010	2010	NUM	ET	O	2	nmod
5	(	(	PUNCT	O	O	2	punct
6	réalisée	réaliser	VERB	BN	O	2	acl
7	dans	dans	ADP	BR	O	9	case
8	le	le	DET	IR	O	9	det
9	cadre	cadre	NOUN	IR	O	6	obl:mod
10	de	de	ADP	ER	O	12	case
11	l’	l’	DET	BN	O	12	det
12	enlèvement	enlèvement	NOUN	BN	O	9	nmod
13	des	de	ADP	IN	O	14	case
14	cuves	cuve	NOUN	IN	BD	12	nmod
15	enterrées	enterrer	VERB	EN	O	14	acl
16	)	)	PUNCT	O	O	2	punct
17	 	 	SPACE	O	O	2	dep
18	:	:	PUNCT	O	O	2	punct
19	les	le	DET	O	O	20	det
20	résultats	résultat	NOUN	O	O	22	dep
21	font	faire	AUX	O	O	22	dep
22	apparaître	apparaître	VERB	O	O	2	parataxis
23	 	 	SPACE	O	O	2	dep
24	la	le	DET	O	O	25	det
25	présence	présence	NOUN	O	O	2	dep
26	de	de	ADP	O	BU	27	case
27	substances	substance	NOUN	O	BU	25	nmod
28	polluantes	polluant	ADJ	O	EU	27	amod
29	essentiellement	essentiellement	ADV	O	O	31	advmod
30	en	en	ADP	O	BU	31	case
31	produits	produit	NOUN	O	BU	2	nmod
32	volatils	volatil	ADJ	O	EU	31	amod
33	tel	tel	ADJ	O	O	31	amod
34	que	que	SCONJ	O	BS	36	mark
35	les	le	DET	O	BS	36	det
36	Composés	composé	NOUN	O	BS	33	dep
37	Aromatiques	aromatique	ADJ	O	IS	36	amod
38	Volatils	volatil	ADJ	O	ES	36	amod
39	(	(	PUNCT	O	BS	36	punct
40	CAV	cav	NOUN	O	BS	36	appos
41	)	)	PUNCT	O	O	36	punct
42	(	(	PUNCT	O	O	31	punct
43	concentration	concentration	NOUN	O	O	31	appos
44	maximale	maximal	ADJ	O	O	43	amod
45	5770	5770	NUM	O	O	46	nummod
46	mg	milligramme	NOUN	O	O	43	nmod
47	/	sur	ADP	O	O	48	case
48	kg	kilogramme	NOUN	O	O	46	nmod
49	en	en	ADP	O	O	50	case
50	somme	somme	NOUN	O	O	43	nmod
51	des	de	ADP	O	BU	53	case
52	10	10	NUM	O	EU	53	nummod
53	composés	composé	NOUN	O	EU	50	nmod
54	)	)	PUNCT	O	O	31	punct
55	et	et	CCONJ	O	BS	57	cc
56	les	le	DET	O	BS	57	det
57	hydrocarbures	hydrocarbure	NOUN	O	BS	2	conj
58	(	(	PUNCT	O	O	57	punct
59	7430	7430	NUM	O	O	60	nummod
60	mg	milligramme	NOUN	O	O	57	parataxis
61	/	sur	ADP	O	O	62	case
62	kg	kilogramme	NOUN	O	O	60	nmod
63	en	en	ADP	O	O	64	case
64	C5-C10	c5-c10	NOUN	O	BS	57	nmod
65	)	)	PUNCT	O	O	57	punct
66	,	,	PUNCT	O	O	57	punct
67	ainsi	ainsi	ADV	O	O	70	cc
68	que	que	SCONJ	O	O	67	fixed
69	la	le	DET	O	O	70	det
70	présence	présence	NOUN	O	O	57	conj
71	de	de	ADP	O	BS	72	case
72	PCB	pcb	NOUN	O	BS	70	nmod
73	(	(	PUNCT	O	O	72	punct
74	concentration	concentration	NOUN	O	O	74	ROOT
75	maximale	maximal	ADJ	O	O	74	amod
76	 	 	SPACE	O	O	79	dep
77	:	:	PUNCT	O	O	79	case
78	10	10	NUM	O	O	79	nummod
79	mg	milligramme	NOUN	O	O	74	nmod
80	/	sur	ADP	O	O	81	case
81	kg	kilogramme	NOUN	O	O	79	nmod
82	)	)	PUNCT	O	O	74	punct
83	.	.	PUNCT	O	O	74	punct


#- Campagne de 2011 (réalisée après enlèvement des cuves enterrées, au niveau des zones définies comme impactées lors des précédents diagnostics de pollution) : les sondages réalisés ont mis en évidence un impact en PCB (jusqu'à 60 mg/kg), et la présence de BTEX (jusqu'à 3 100 mg/kg), en HCT C5-C10 (6900 mg/kg) et HCT C10-C40 (1300 mg/kg).
1	-	-	PUNCT	O	O	2	punct
2	Campagne	campagne	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	4	case
4	2011	2011	NUM	ET	O	2	nmod
5	(	(	PUNCT	O	O	2	punct
6	réalisée	réaliser	VERB	BN	O	2	acl
7	après	après	ADP	BN	O	8	case
8	enlèvement	enlèvement	NOUN	BN	O	6	obl:mod
9	des	de	ADP	BO	O	10	case
10	cuves	cuve	NOUN	BO	BD	8	nmod
11	enterrées	enterrer	VERB	BO	O	10	acl
12	,	,	PUNCT	O	O	6	punct
13	au	au	ADP	BL	O	14	case
